pattern,index,src,dst
uniform,1361,1,7
uniform,1362,2,5
uniform,1363,3,6
uniform,1364,4,15
uniform,1365,5,12
uniform,1366,6,13
uniform,1367,7,15
uniform,1368,8,1
uniform,1369,9,3
uniform,1370,10,8
uniform,1371,11,12
uniform,1372,12,0
uniform,1373,13,0
uniform,1374,14,13
uniform,1375,15,12
uniform,1376,0,6
uniform,1377,1,8
uniform,1378,2,10
uniform,1379,3,12
uniform,1380,4,12
uniform,1381,5,12
uniform,1382,6,15
uniform,1383,7,1
uniform,1384,8,7
uniform,1385,9,7
uniform,1386,10,11
uniform,1387,11,15
uniform,1388,12,13
uniform,1389,13,2
uniform,1390,14,8
uniform,1391,15,0
uniform,1392,0,4
uniform,1393,1,2
uniform,1394,2,6
uniform,1395,3,0
uniform,1396,4,8
uniform,1397,5,2
uniform,1398,6,7
uniform,1399,7,9
uniform,1400,8,2
uniform,1401,9,6
uniform,1402,10,7
uniform,1403,11,6
uniform,1404,12,8
uniform,1405,13,1
uniform,1406,14,6
uniform,1407,15,2
uniform,1408,0,15
uniform,1409,1,4
uniform,1410,2,14
uniform,1411,3,12
uniform,1412,4,11
uniform,1413,5,2
uniform,1414,6,2
uniform,1415,7,13
uniform,1416,8,12
uniform,1417,9,10
uniform,1418,10,2
uniform,1419,11,12
uniform,1420,12,15
uniform,1421,13,11
uniform,1422,14,9
uniform,1423,15,2
uniform,1424,0,11
uniform,1425,1,6
uniform,1426,2,13
uniform,1427,3,2
uniform,1428,4,13
uniform,1429,5,6
uniform,1430,6,12
uniform,1431,7,14
uniform,1432,8,13
uniform,1433,9,10
uniform,1434,10,13
uniform,1435,11,9
uniform,1436,12,9
uniform,1437,13,6
uniform,1438,14,5
uniform,1439,15,5
uniform,1440,0,7
uniform,1441,1,3
uniform,1442,2,10
uniform,1443,3,5
uniform,1444,4,11
uniform,1445,5,4
uniform,1446,6,13
uniform,1447,7,0
uniform,1448,8,0
uniform,1449,9,5
uniform,1450,10,15
uniform,1451,11,9
uniform,1452,12,13
uniform,1453,13,8
uniform,1454,14,9
uniform,1455,15,0
uniform,1456,0,11
uniform,1457,1,9
uniform,1458,2,5
uniform,1459,3,15
uniform,1460,4,8
uniform,1461,5,0
uniform,1462,6,7
uniform,1463,7,3
uniform,1464,8,12
uniform,1465,9,0
uniform,1466,10,3
uniform,1467,11,1
uniform,1468,12,1
uniform,1469,13,6
uniform,1470,14,8
uniform,1471,15,5
uniform,1472,0,8
uniform,1473,1,9
uniform,1474,2,10
uniform,1475,3,11
uniform,1476,4,9
uniform,1477,5,0
uniform,1478,6,9
uniform,1479,7,4
uniform,1480,8,1
uniform,1481,9,6
uniform,1482,10,7
uniform,1483,11,5
uniform,1484,12,7
uniform,1485,13,4
uniform,1486,14,5
uniform,1487,15,9
uniform,1488,0,14
uniform,1489,1,5
uniform,1490,2,12
uniform,1491,3,15
uniform,1492,4,11
uniform,1493,5,11
uniform,1494,6,4
uniform,1495,7,12
uniform,1496,8,1
uniform,1497,9,10
uniform,1498,10,2
uniform,1499,11,5
uniform,1500,12,9
uniform,1501,13,12
uniform,1502,14,0
uniform,1503,15,10
uniform,1504,0,5
uniform,1505,1,7
uniform,1506,2,6
uniform,1507,3,0
uniform,1508,4,10
uniform,1509,5,2
uniform,1510,6,2
uniform,1511,7,1
uniform,1512,8,3
uniform,1513,9,11
uniform,1514,10,14
uniform,1515,11,7
uniform,1516,12,11
uniform,1517,13,8
uniform,1518,14,0
uniform,1519,15,7
uniform,1520,0,2
uniform,1521,1,8
uniform,1522,2,11
uniform,1523,3,13
uniform,1524,4,1
uniform,1525,5,4
uniform,1526,6,10
uniform,1527,7,1
uniform,1528,8,12
uniform,1529,9,3
uniform,1530,10,9
uniform,1531,11,14
uniform,1532,12,15
uniform,1533,13,7
uniform,1534,14,6
uniform,1535,15,8
uniform,1536,0,15
uniform,1537,1,0
uniform,1538,2,11
uniform,1539,3,8
uniform,1540,4,5
uniform,1541,5,15
uniform,1542,6,2
uniform,1543,7,13
uniform,1544,8,7
uniform,1545,9,14
uniform,1546,10,9
uniform,1547,11,15
uniform,1548,12,2
uniform,1549,13,10
uniform,1550,14,2
uniform,1551,15,1
uniform,1552,0,9
uniform,1553,1,12
uniform,1554,2,6
uniform,1555,3,7
uniform,1556,4,11
uniform,1557,5,6
uniform,1558,6,7
uniform,1559,7,11
uniform,1560,8,3
uniform,1561,9,11
uniform,1562,10,12
uniform,1563,11,15
uniform,1564,12,13
uniform,1565,13,6
uniform,1566,14,3
uniform,1567,15,2
uniform,1568,0,13
uniform,1569,1,10
uniform,1570,2,14
uniform,1571,3,15
uniform,1572,4,7
uniform,1573,5,6
uniform,1574,6,9
uniform,1575,7,11
uniform,1576,8,7
uniform,1577,9,0
uniform,1578,10,1
uniform,1579,11,8
uniform,1580,12,3
uniform,1581,13,9
uniform,1582,14,11
uniform,1583,15,11
uniform,1584,0,9
uniform,1585,1,0
uniform,1586,2,12
uniform,1587,3,1
uniform,1588,4,3
uniform,1589,5,0
uniform,1590,6,15
uniform,1591,7,10
uniform,1592,8,12
uniform,1593,9,10
uniform,1594,10,5
uniform,1595,11,13
uniform,1596,12,6
uniform,1597,13,11
uniform,1598,14,13
uniform,1599,15,6
uniform,1600,0,7
uniform,1601,1,14
uniform,1602,2,11
uniform,1603,3,13
uniform,1604,4,8
uniform,1605,5,8
uniform,1606,6,9
uniform,1607,7,4
uniform,1608,8,0
uniform,1609,9,10
uniform,1610,10,13
uniform,1611,11,9
uniform,1612,12,3
uniform,1613,13,10
uniform,1614,14,8
uniform,1615,15,2
uniform,1616,0,15
uniform,1617,1,8
uniform,1618,2,8
uniform,1619,3,1
uniform,1620,4,8
uniform,1621,5,3
uniform,1622,6,13
uniform,1623,7,9
uniform,1624,8,13
uniform,1625,9,7
uniform,1626,10,11
uniform,1627,11,9
uniform,1628,12,3
uniform,1629,13,15
uniform,1630,14,15
uniform,1631,15,12
uniform,1632,0,5
uniform,1633,1,11
uniform,1634,2,0
uniform,1635,3,10
uniform,1636,4,15
uniform,1637,5,11
uniform,1638,6,9
uniform,1639,7,4
uniform,1640,8,11
uniform,1641,9,3
uniform,1642,10,13
uniform,1643,11,2
uniform,1644,12,8
uniform,1645,13,5
uniform,1646,14,0
uniform,1647,15,12
uniform,1648,0,1
uniform,1649,1,9
uniform,1650,2,8
uniform,1651,3,10
uniform,1652,4,10
uniform,1653,5,12
uniform,1654,6,11
uniform,1655,7,2
uniform,1656,8,11
uniform,1657,9,8
uniform,1658,10,12
uniform,1659,11,0
uniform,1660,12,6
uniform,1661,13,1
uniform,1662,14,12
uniform,1663,15,13
uniform,1664,0,5
uniform,1665,1,14
uniform,1666,2,15
uniform,1667,3,10
uniform,1668,4,11
uniform,1669,5,12
uniform,1670,6,3
uniform,1671,7,6
uniform,1672,8,5
uniform,1673,9,8
uniform,1674,10,4
uniform,1675,11,10
uniform,1676,12,3
uniform,1677,13,1
uniform,1678,14,11
uniform,1679,15,5
uniform,1680,0,8
uniform,1681,1,12
uniform,1682,2,7
uniform,1683,3,13
uniform,1684,4,9
uniform,1685,5,0
uniform,1686,6,9
uniform,1687,7,5
uniform,1688,8,2
uniform,1689,9,7
uniform,1690,10,6
uniform,1691,11,4
uniform,1692,12,2
uniform,1693,13,2
uniform,1694,14,15
uniform,1695,15,0
uniform,1696,0,14
uniform,1697,1,15
uniform,1698,2,11
uniform,1699,3,9
uniform,1700,4,15
uniform,1701,5,1
uniform,1702,6,8
uniform,1703,7,1
uniform,1704,8,4
uniform,1705,9,7
uniform,1706,10,12
uniform,1707,11,9
uniform,1708,12,9
uniform,1709,13,4
uniform,1710,14,6
uniform,1711,15,13
uniform,1712,0,13
uniform,1713,1,15
uniform,1714,2,11
uniform,1715,3,9
uniform,1716,4,7
uniform,1717,5,11
uniform,1718,6,3
uniform,1719,7,1
uniform,1720,8,7
uniform,1721,9,8
uniform,1722,10,6
uniform,1723,11,10
uniform,1724,12,8
uniform,1725,13,6
uniform,1726,14,4
uniform,1727,15,2
uniform,1728,0,8
uniform,1729,1,4
uniform,1730,2,9
uniform,1731,3,13
uniform,1732,4,1
uniform,1733,5,3
uniform,1734,6,5
uniform,1735,7,3
uniform,1736,8,0
uniform,1737,9,8
uniform,1738,10,11
uniform,1739,11,12
uniform,1740,12,14
uniform,1741,13,4
uniform,1742,14,3
uniform,1743,15,10
uniform,1744,0,6
uniform,1745,1,13
uniform,1746,2,9
uniform,1747,3,1
uniform,1748,4,13
uniform,1749,5,12
uniform,1750,6,14
uniform,1751,7,12
uniform,1752,8,5
uniform,1753,9,2
uniform,1754,10,6
uniform,1755,11,1
uniform,1756,12,9
uniform,1757,13,6
uniform,1758,14,4
uniform,1759,15,2
uniform,1760,0,14
uniform,1761,1,8
uniform,1762,2,8
uniform,1763,3,8
uniform,1764,4,6
uniform,1765,5,6
uniform,1766,6,8
uniform,1767,7,14
uniform,1768,8,11
uniform,1769,9,12
uniform,1770,10,11
uniform,1771,11,7
uniform,1772,12,4
uniform,1773,13,6
uniform,1774,14,7
uniform,1775,15,13
uniform,1776,0,4
uniform,1777,1,12
uniform,1778,2,4
uniform,1779,3,5
uniform,1780,4,5
uniform,1781,5,3
uniform,1782,6,10
uniform,1783,7,3
uniform,1784,8,9
uniform,1785,9,2
uniform,1786,10,15
uniform,1787,11,10
uniform,1788,12,4
uniform,1789,13,5
uniform,1790,14,5
uniform,1791,15,11
uniform,1792,0,2
uniform,1793,1,7
uniform,1794,2,0
uniform,1795,3,10
uniform,1796,4,10
uniform,1797,5,13
uniform,1798,6,0
uniform,1799,7,9
uniform,1800,8,7
uniform,1801,9,3
uniform,1802,10,8
uniform,1803,11,4
uniform,1804,12,11
uniform,1805,13,4
uniform,1806,14,4
uniform,1807,15,6
uniform,1808,0,10
uniform,1809,1,2
uniform,1810,2,1
uniform,1811,3,14
uniform,1812,4,6
uniform,1813,5,7
uniform,1814,6,0
uniform,1815,7,13
uniform,1816,8,3
uniform,1817,9,10
uniform,1818,10,1
uniform,1819,11,3
uniform,1820,12,8
uniform,1821,13,5
uniform,1822,14,4
uniform,1823,15,8
uniform,1824,0,5
uniform,1825,1,10
uniform,1826,2,8
uniform,1827,3,5
uniform,1828,4,10
uniform,1829,5,13
uniform,1830,6,0
uniform,1831,7,13
uniform,1832,8,2
uniform,1833,9,14
uniform,1834,10,14
uniform,1835,11,4
uniform,1836,12,5
uniform,1837,13,12
uniform,1838,14,8
uniform,1839,15,9
uniform,1840,0,3
uniform,1841,1,0
uniform,1842,2,7
uniform,1843,3,11
uniform,1844,4,13
uniform,1845,5,4
uniform,1846,6,8
uniform,1847,7,13
uniform,1848,8,3
uniform,1849,9,13
uniform,1850,10,12
uniform,1851,11,8
uniform,1852,12,2
uniform,1853,13,15
uniform,1854,14,12
uniform,1855,15,1
uniform,1856,0,8
uniform,1857,1,5
uniform,1858,2,0
uniform,1859,3,0
uniform,1860,4,15
uniform,1861,5,6
uniform,1862,6,7
uniform,1863,7,9
uniform,1864,8,15
uniform,1865,9,4
uniform,1866,10,3
uniform,1867,11,15
uniform,1868,12,11
uniform,1869,13,8
uniform,1870,14,2
uniform,1871,15,10
uniform,1872,0,12
uniform,1873,1,4
uniform,1874,2,13
uniform,1875,3,8
uniform,1876,4,7
uniform,1877,5,3
uniform,1878,6,5
uniform,1879,7,4
uniform,1880,8,15
uniform,1881,9,14
uniform,1882,10,0
uniform,1883,11,0
uniform,1884,12,10
uniform,1885,13,4
uniform,1886,14,11
uniform,1887,15,0
uniform,1888,0,9
uniform,1889,1,0
uniform,1890,2,1
uniform,1891,3,9
uniform,1892,4,15
uniform,1893,5,9
uniform,1894,6,11
uniform,1895,7,10
uniform,1896,8,0
uniform,1897,9,13
uniform,1898,10,15
uniform,1899,11,7
uniform,1900,12,15
uniform,1901,13,15
uniform,1902,14,2
uniform,1903,15,7
uniform,1904,0,11
uniform,1905,1,8
uniform,1906,2,5
uniform,1907,3,2
uniform,1908,4,12
uniform,1909,5,11
uniform,1910,6,11
uniform,1911,7,10
uniform,1912,8,15
uniform,1913,9,15
uniform,1914,10,7
uniform,1915,11,3
uniform,1916,12,11
uniform,1917,13,4
uniform,1918,14,9
uniform,1919,15,8
uniform,1920,0,2
uniform,1921,1,13
uniform,1922,2,9
uniform,1923,3,4
uniform,1924,4,11
uniform,1925,5,1
uniform,1926,6,4
uniform,1927,7,15
uniform,1928,8,9
uniform,1929,9,10
uniform,1930,10,1
uniform,1931,11,6
uniform,1932,12,13
uniform,1933,13,3
uniform,1934,14,4
uniform,1935,15,9
uniform,1936,0,8
uniform,1937,1,9
uniform,1938,2,6
uniform,1939,3,12
uniform,1940,4,2
uniform,1941,5,0
uniform,1942,6,5
uniform,1943,7,9
uniform,1944,8,3
uniform,1945,9,14
uniform,1946,10,1
uniform,1947,11,3
uniform,1948,12,2
uniform,1949,13,3
uniform,1950,14,0
uniform,1951,15,14
uniform,1952,0,12
uniform,1953,1,7
uniform,1954,2,8
uniform,1955,3,0
uniform,1956,4,12
uniform,1957,5,3
uniform,1958,6,11
uniform,1959,7,13
uniform,1960,8,12
uniform,1961,9,1
uniform,1962,10,5
uniform,1963,11,0
uniform,1964,12,15
uniform,1965,13,10
uniform,1966,14,3
uniform,1967,15,0
uniform,1968,0,2
uniform,1969,1,10
uniform,1970,2,9
uniform,1971,3,0
uniform,1972,4,3
uniform,1973,5,4
uniform,1974,6,0
uniform,1975,7,15
uniform,1976,8,9
uniform,1977,9,5
uniform,1978,10,5
uniform,1979,11,14
uniform,1980,12,15
uniform,1981,13,4
uniform,1982,14,1
uniform,1983,15,7
uniform,1984,0,15
uniform,1985,1,2
uniform,1986,2,15
uniform,1987,3,0
uniform,1988,4,0
uniform,1989,5,8
uniform,1990,6,10
uniform,1991,7,6
uniform,1992,8,1
uniform,1993,9,8
uniform,1994,10,2
uniform,1995,11,15
uniform,1996,12,14
uniform,1997,13,3
uniform,1998,14,9
uniform,1999,15,9
uniform,2000,0,9
uniform,2001,1,10
uniform,2002,2,13
uniform,2003,3,10
uniform,2004,4,14
uniform,2005,5,4
uniform,2006,6,13
uniform,2007,7,9
uniform,2008,8,13
uniform,2009,9,5
uniform,2010,10,14
uniform,2011,11,10
uniform,2012,12,1
uniform,2013,13,10
uniform,2014,14,6
uniform,2015,15,1
uniform,2016,0,3
uniform,2017,1,2
uniform,2018,2,4
uniform,2019,3,10
uniform,2020,4,7
uniform,2021,5,8
uniform,2022,6,14
uniform,2023,7,6
uniform,2024,8,6
uniform,2025,9,13
uniform,2026,10,6
uniform,2027,11,9
uniform,2028,12,14
uniform,2029,13,15
uniform,2030,14,1
uniform,2031,15,12
uniform,2032,0,13
uniform,2033,1,10
uniform,2034,2,11
uniform,2035,3,15
uniform,2036,4,2
uniform,2037,5,9
uniform,2038,6,2
uniform,2039,7,6
uniform,2040,8,6
uniform,2041,9,4
uniform,2042,10,6
uniform,2043,11,9
uniform,2044,12,5
uniform,2045,13,11
uniform,2046,14,10
uniform,2047,15,13
uniform,2048,0,8
uniform,2049,1,11
uniform,2050,2,10
uniform,2051,3,7
uniform,2052,4,3
uniform,2053,5,4
uniform,2054,6,12
uniform,2055,7,2
uniform,2056,8,3
uniform,2057,9,7
uniform,2058,10,11
uniform,2059,11,10
uniform,2060,12,13
uniform,2061,13,0
uniform,2062,14,1
uniform,2063,15,12
uniform,2064,0,9
uniform,2065,1,12
uniform,2066,2,11
uniform,2067,3,0
uniform,2068,4,5
uniform,2069,5,3
uniform,2070,6,1
uniform,2071,7,15
uniform,2072,8,1
uniform,2073,9,4
uniform,2074,10,9
uniform,2075,11,5
uniform,2076,12,6
uniform,2077,13,6
uniform,2078,14,3
uniform,2079,15,0
uniform,2080,0,9
uniform,2081,1,5
uniform,2082,2,6
uniform,2083,3,1
uniform,2084,4,12
uniform,2085,5,15
uniform,2086,6,5
uniform,2087,7,11
uniform,2088,8,4
uniform,2089,9,2
uniform,2090,10,2
uniform,2091,11,6
uniform,2092,12,0
uniform,2093,13,2
uniform,2094,14,8
uniform,2095,15,1
uniform,2096,0,7
uniform,2097,1,13
uniform,2098,2,11
uniform,2099,3,9
uniform,2100,4,9
uniform,2101,5,11
uniform,2102,6,10
uniform,2103,7,12
uniform,2104,8,4
uniform,2105,9,3
uniform,2106,10,14
uniform,2107,11,3
uniform,2108,12,13
uniform,2109,13,10
uniform,2110,14,8
uniform,2111,15,0
uniform,2112,0,2
uniform,2113,1,4
uniform,2114,2,13
uniform,2115,3,7
uniform,2116,4,12
uniform,2117,5,8
uniform,2118,6,1
uniform,2119,7,1
uniform,2120,8,13
uniform,2121,9,1
uniform,2122,10,14
uniform,2123,11,12
uniform,2124,12,8
uniform,2125,13,10
uniform,2126,14,9
uniform,2127,15,4
uniform,2128,0,10
uniform,2129,1,6
uniform,2130,2,3
uniform,2131,3,5
uniform,2132,4,10
uniform,2133,5,10
uniform,2134,6,0
uniform,2135,7,8
uniform,2136,8,10
uniform,2137,9,1
uniform,2138,10,3
uniform,2139,11,8
uniform,2140,12,10
uniform,2141,13,0
uniform,2142,14,1
uniform,2143,15,8
uniform,2144,0,6
uniform,2145,1,8
uniform,2146,2,5
uniform,2147,3,11
uniform,2148,4,0
uniform,2149,5,13
uniform,2150,6,14
uniform,2151,7,13
uniform,2152,8,14
uniform,2153,9,11
uniform,2154,10,15
uniform,2155,11,2
uniform,2156,12,1
uniform,2157,13,3
uniform,2158,14,5
uniform,2159,15,13
uniform,2160,0,11
uniform,2161,1,13
uniform,2162,2,15
uniform,2163,3,10
uniform,2164,4,12
uniform,2165,5,7
uniform,2166,6,4
uniform,2167,7,11
uniform,2168,8,10
uniform,2169,9,10
uniform,2170,10,1
uniform,2171,11,15
uniform,2172,12,8
uniform,2173,13,15
uniform,2174,14,4
uniform,2175,15,3
uniform,2176,0,15
uniform,2177,1,15
uniform,2178,2,15
uniform,2179,3,12
uniform,2180,4,6
uniform,2181,5,13
uniform,2182,6,2
uniform,2183,7,15
uniform,2184,8,9
uniform,2185,9,11
uniform,2186,10,6
uniform,2187,11,13
uniform,2188,12,6
uniform,2189,13,6
uniform,2190,14,5
uniform,2191,15,11
uniform,2192,0,11
uniform,2193,1,9
uniform,2194,2,13
uniform,2195,3,5
uniform,2196,4,3
uniform,2197,5,14
uniform,2198,6,2
uniform,2199,7,8
uniform,2200,8,6
uniform,2201,9,2
uniform,2202,10,12
uniform,2203,11,6
uniform,2204,12,1
uniform,2205,13,11
uniform,2206,14,2
uniform,2207,15,2
uniform,2208,0,12
uniform,2209,1,7
uniform,2210,2,15
uniform,2211,3,10
uniform,2212,4,10
uniform,2213,5,0
uniform,2214,6,2
uniform,2215,7,14
uniform,2216,8,6
uniform,2217,9,0
uniform,2218,10,12
uniform,2219,11,4
uniform,2220,12,5
uniform,2221,13,4
uniform,2222,14,15
uniform,2223,15,0
uniform,2224,0,15
uniform,2225,1,12
uniform,2226,2,15
uniform,2227,3,0
uniform,2228,4,14
uniform,2229,5,9
uniform,2230,6,4
uniform,2231,7,13
uniform,2232,8,3
uniform,2233,9,4
uniform,2234,10,4
uniform,2235,11,14
uniform,2236,12,2
uniform,2237,13,10
uniform,2238,14,13
uniform,2239,15,11
uniform,2240,0,15
uniform,2241,1,0
uniform,2242,2,10
uniform,2243,3,14
uniform,2244,4,10
uniform,2245,5,13
uniform,2246,6,1
uniform,2247,7,2
uniform,2248,8,4
uniform,2249,9,2
uniform,2250,10,9
uniform,2251,11,5
uniform,2252,12,15
uniform,2253,13,11
uniform,2254,14,8
uniform,2255,15,2
uniform,2256,0,3
uniform,2257,1,2
uniform,2258,2,15
uniform,2259,3,13
uniform,2260,4,12
uniform,2261,5,13
uniform,2262,6,2
uniform,2263,7,13
uniform,2264,8,13
uniform,2265,9,1
uniform,2266,10,13
uniform,2267,11,6
uniform,2268,12,2
uniform,2269,13,12
uniform,2270,14,6
uniform,2271,15,10
uniform,2272,0,15
uniform,2273,1,6
uniform,2274,2,12
uniform,2275,3,15
uniform,2276,4,3
uniform,2277,5,10
uniform,2278,6,14
uniform,2279,7,12
uniform,2280,8,1
uniform,2281,9,13
uniform,2282,10,5
uniform,2283,11,15
uniform,2284,12,10
uniform,2285,13,1
uniform,2286,14,9
uniform,2287,15,7
uniform,2288,0,13
uniform,2289,1,4
uniform,2290,2,7
uniform,2291,3,15
uniform,2292,4,0
uniform,2293,5,13
uniform,2294,6,2
uniform,2295,7,6
uniform,2296,8,14
uniform,2297,9,5
uniform,2298,10,15
uniform,2299,11,10
uniform,2300,12,0
uniform,2301,13,12
uniform,2302,14,10
uniform,2303,15,11
uniform,2304,0,3
uniform,2305,1,13
uniform,2306,2,10
uniform,2307,3,15
uniform,2308,4,7
uniform,2309,5,11
uniform,2310,6,0
uniform,2311,7,4
uniform,2312,8,3
uniform,2313,9,7
uniform,2314,10,14
uniform,2315,11,8
uniform,2316,12,0
uniform,2317,13,7
uniform,2318,14,1
uniform,2319,15,0
uniform,2320,0,10
uniform,2321,1,6
uniform,2322,2,8
uniform,2323,3,15
uniform,2324,4,10
uniform,2325,5,15
uniform,2326,6,14
uniform,2327,7,15
uniform,2328,8,2
uniform,2329,9,5
uniform,2330,10,15
uniform,2331,11,0
uniform,2332,12,1
uniform,2333,13,14
uniform,2334,14,3
uniform,2335,15,13
uniform,2336,0,3
uniform,2337,1,2
uniform,2338,2,8
uniform,2339,3,4
uniform,2340,4,3
uniform,2341,5,14
uniform,2342,6,15
uniform,2343,7,5
uniform,2344,8,15
uniform,2345,9,1
uniform,2346,10,11
uniform,2347,11,4
uniform,2348,12,10
uniform,2349,13,9
uniform,2350,14,13
uniform,2351,15,1
uniform,2352,0,8
uniform,2353,1,5
uniform,2354,2,4
uniform,2355,3,2
uniform,2356,4,0
uniform,2357,5,7
uniform,2358,6,13
uniform,2359,7,15
uniform,2360,8,11
uniform,2361,9,7
uniform,2362,10,9
uniform,2363,11,7
uniform,2364,12,5
uniform,2365,13,14
uniform,2366,14,1
uniform,2367,15,10
uniform,2368,0,10
uniform,2369,1,6
uniform,2370,2,11
uniform,2371,3,15
uniform,2372,4,8
uniform,2373,5,2
uniform,2374,6,13
uniform,2375,7,11
uniform,2376,8,9
uniform,2377,9,14
uniform,2378,10,5
uniform,2379,11,4
uniform,2380,12,6
uniform,2381,13,12
uniform,2382,14,15
uniform,2383,15,2
uniform,2384,0,5
uniform,2385,1,4
uniform,2386,2,1
uniform,2387,3,13
uniform,2388,4,11
uniform,2389,5,4
uniform,2390,6,7
uniform,2391,7,8
uniform,2392,8,3
uniform,2393,9,7
uniform,2394,10,6
uniform,2395,11,5
uniform,2396,12,13
uniform,2397,13,8
uniform,2398,14,6
uniform,2399,15,13
uniform,2400,0,4
uniform,2401,1,14
uniform,2402,2,9
uniform,2403,3,2
uniform,2404,4,14
uniform,2405,5,9
uniform,2406,6,3
uniform,2407,7,13
uniform,2408,8,10
uniform,2409,9,1
uniform,2410,10,6
uniform,2411,11,12
uniform,2412,12,7
uniform,2413,13,8
uniform,2414,14,10
uniform,2415,15,13
uniform,2416,0,15
uniform,2417,1,2
uniform,2418,2,15
uniform,2419,3,7
uniform,2420,4,2
uniform,2421,5,9
uniform,2422,6,5
uniform,2423,7,3
uniform,2424,8,14
uniform,2425,9,3
uniform,2426,10,2
uniform,2427,11,1
uniform,2428,12,7
uniform,2429,13,2
uniform,2430,14,8
uniform,2431,15,9
uniform,2432,0,1
uniform,2433,1,11
uniform,2434,2,3
uniform,2435,3,10
uniform,2436,4,7
uniform,2437,5,10
uniform,2438,6,15
uniform,2439,7,14
uniform,2440,8,0
uniform,2441,9,11
uniform,2442,10,5
uniform,2443,11,4
uniform,2444,12,3
uniform,2445,13,5
uniform,2446,14,5
uniform,2447,15,5
uniform,2448,0,15
uniform,2449,1,7
uniform,2450,2,14
uniform,2451,3,11
uniform,2452,4,1
uniform,2453,5,15
uniform,2454,6,5
uniform,2455,7,11
uniform,2456,8,11
uniform,2457,9,13
uniform,2458,10,4
uniform,2459,11,6
uniform,2460,12,2
uniform,2461,13,0
uniform,2462,14,11
uniform,2463,15,5
uniform,2464,0,6
uniform,2465,1,11
uniform,2466,2,3
uniform,2467,3,1
uniform,2468,4,1
uniform,2469,5,4
uniform,2470,6,10
uniform,2471,7,9
uniform,2472,8,1
uniform,2473,9,4
uniform,2474,10,15
uniform,2475,11,6
uniform,2476,12,14
uniform,2477,13,2
uniform,2478,14,8
uniform,2479,15,9
uniform,2480,0,6
uniform,2481,1,6
uniform,2482,2,11
uniform,2483,3,2
uniform,2484,4,9
uniform,2485,5,12
uniform,2486,6,10
uniform,2487,7,0
uniform,2488,8,13
uniform,2489,9,1
uniform,2490,10,4
uniform,2491,11,12
uniform,2492,12,8
uniform,2493,13,10
uniform,2494,14,0
uniform,2495,15,13
uniform,2496,0,12
uniform,2497,1,2
uniform,2498,2,13
uniform,2499,3,6
uniform,2500,4,14
uniform,2501,5,4
uniform,2502,6,7
uniform,2503,7,6
uniform,2504,8,7
uniform,2505,9,5
uniform,2506,10,5
uniform,2507,11,5
uniform,2508,12,11
uniform,2509,13,12
uniform,2510,14,9
uniform,2511,15,14
uniform,2512,0,15
uniform,2513,1,12
uniform,2514,2,10
uniform,2515,3,0
uniform,2516,4,2
uniform,2517,5,9
uniform,2518,6,4
uniform,2519,7,14
uniform,2520,8,2
uniform,2521,9,2
uniform,2522,10,3
uniform,2523,11,9
uniform,2524,12,6
uniform,2525,13,5
uniform,2526,14,5
uniform,2527,15,9
uniform,2528,0,8
uniform,2529,1,9
uniform,2530,2,1
uniform,2531,3,7
uniform,2532,4,10
uniform,2533,5,1
uniform,2534,6,12
uniform,2535,7,9
uniform,2536,8,5
uniform,2537,9,6
uniform,2538,10,8
uniform,2539,11,13
uniform,2540,12,6
uniform,2541,13,14
uniform,2542,14,9
uniform,2543,15,11
uniform,2544,0,7
uniform,2545,1,13
uniform,2546,2,10
uniform,2547,3,4
uniform,2548,4,6
uniform,2549,5,11
uniform,2550,6,3
uniform,2551,7,8
uniform,2552,8,14
uniform,2553,9,2
uniform,2554,10,5
uniform,2555,11,4
uniform,2556,12,5
uniform,2557,13,1
uniform,2558,14,3
uniform,2559,15,8
uniform,2560,0,6
uniform,2561,1,10
uniform,2562,2,15
uniform,2563,3,10
uniform,2564,4,15
uniform,2565,5,9
uniform,2566,6,3
uniform,2567,7,3
uniform,2568,8,5
uniform,2569,9,8
uniform,2570,10,0
uniform,2571,11,15
uniform,2572,12,3
uniform,2573,13,14
uniform,2574,14,9
uniform,2575,15,13
uniform,2576,0,7
uniform,2577,1,4
uniform,2578,2,15
uniform,2579,3,9
uniform,2580,4,2
uniform,2581,5,0
uniform,2582,6,5
uniform,2583,7,11
uniform,2584,8,15
uniform,2585,9,10
uniform,2586,10,8
uniform,2587,11,4
uniform,2588,12,3
uniform,2589,13,3
uniform,2590,14,8
uniform,2591,15,4
uniform,2592,0,12
uniform,2593,1,15
uniform,2594,2,4
uniform,2595,3,8
uniform,2596,4,9
uniform,2597,5,12
uniform,2598,6,3
uniform,2599,7,11
uniform,2600,8,15
uniform,2601,9,0
uniform,2602,10,1
uniform,2603,11,15
uniform,2604,12,1
uniform,2605,13,0
uniform,2606,14,10
uniform,2607,15,11
uniform,2608,0,13
uniform,2609,1,13
uniform,2610,2,9
uniform,2611,3,7
uniform,2612,4,8
uniform,2613,5,4
uniform,2614,6,2
uniform,2615,7,4
uniform,2616,8,2
uniform,2617,9,7
uniform,2618,10,3
uniform,2619,11,10
uniform,2620,12,0
uniform,2621,13,12
uniform,2622,14,1
uniform,2623,15,6
uniform,2624,0,2
uniform,2625,1,9
uniform,2626,2,5
uniform,2627,3,7
uniform,2628,4,15
uniform,2629,5,8
uniform,2630,6,4
uniform,2631,7,0
